TS,SN,Status,Watts,Lumens,Temp,Voltage
2020-04-17 03:00:00,SMBLB4,0,0.06,0.0,57.2,119
2020-04-17 04:00:00,SMBLB4,0,0.05,0.0,58.0,120
2020-04-17 05:00:00,SMBLB4,0,0.05,0.0,58.6,120
2020-04-17 06:00:00,SMBLB4,0,0.05,0.0,60.5,119
2020-04-17 07:00:00,SMBLB4,0,0.05,0.0,61.4,121
2020-04-17 08:00:00,SMBLB4,0,0.05,0.0,60.8,119
2020-04-17 09:00:00,SMBLB4,0,0.05,0.0,60.9,121
2020-04-17 10:00:00,SMBLB4,0,0.06,0.0,59.8,120
2020-04-17 11:00:00,SMBLB4,0,0.05,0.0,59.7,121
2020-04-17 12:00:00,SMBLB4,0,0.06,0.0,59.0,119
2020-04-17 13:00:00,SMBLB4,0,0.05,0.0,57.2,119
2020-04-17 14:00:00,SMBLB4,0,0.05,0.0,55.8,119
2020-04-17 15:00:00,SMBLB4,0,0.05,0.0,56.5,121
2020-04-17 16:00:00,SMBLB4,0,0.05,0.0,55.1,120
2020-04-17 17:00:00,SMBLB4,0,0.05,0.0,54.4,120
2020-04-17 18:00:00,SMBLB4,0,0.05,0.0,56.1,120
2020-04-17 19:00:00,SMBLB4,1,9.75,655.72,148.6,120
2020-04-17 20:00:00,SMBLB4,1,9.89,655.7,150.6,120
2020-04-17 21:00:00,SMBLB4,1,10.52,655.68,151.8,121
2020-04-17 22:00:00,SMBLB4,1,10.0,655.66,151.0,119
2020-04-17 23:00:00,SMBLB4,0,0.06,0.0,59.9,120
2020-04-18 00:00:00,SMBLB4,0,0.05,0.0,60.8,121
2020-04-18 01:00:00,SMBLB4,0,0.05,0.0,61.5,120
2020-04-18 02:00:00,SMBLB4,0,0.05,0.0,59.9,121
2020-04-18 03:00:00,SMBLB4,0,0.05,0.0,58.2,120
2020-04-18 04:00:00,SMBLB4,0,0.05,0.0,58.9,119
2020-04-18 05:00:00,SMBLB4,0,0.05,0.0,57.1,120
2020-04-18 06:00:00,SMBLB4,1,10.34,655.65,152.1,120
2020-04-18 07:00:00,SMBLB4,0,0.06,0.0,54.7,120
2020-04-18 08:00:00,SMBLB4,0,0.05,0.0,54.8,120
2020-04-18 09:00:00,SMBLB4,0,0.05,0.0,55.2,120
2020-04-18 10:00:00,SMBLB4,0,0.06,0.0,56.5,120
2020-04-18 11:00:00,SMBLB4,0,0.05,0.0,56.4,119
2020-04-18 12:00:00,SMBLB4,0,0.05,0.0,57.5,120
2020-04-18 13:00:00,SMBLB4,0,0.06,0.0,59.7,120
2020-04-18 14:00:00,SMBLB4,0,0.05,0.0,60.4,120
2020-04-18 15:00:00,SMBLB4,0,0.05,0.0,60.9,121
2020-04-18 16:00:00,SMBLB4,0,0.05,0.0,60.8,121
2020-04-18 17:00:00,SMBLB4,0,0.05,0.0,60.2,121
2020-04-18 18:00:00,SMBLB4,0,0.06,0.0,60.2,120
2020-04-18 19:00:00,SMBLB4,1,9.89,655.63,150.9,121
2020-04-18 20:00:00,SMBLB4,1,9.86,655.61,148.8,121
2020-04-18 21:00:00,SMBLB4,1,10.11,655.59,152.2,121
2020-04-18 22:00:00,SMBLB4,1,9.85,655.57,149.1,119
2020-04-18 23:00:00,SMBLB4,0,0.05,0.0,55.0,120
2020-04-19 00:00:00,SMBLB4,0,0.06,0.0,54.8,120
2020-04-19 01:00:00,SMBLB4,0,0.05,0.0,55.8,120
2020-04-19 02:00:00,SMBLB4,0,0.05,0.0,55.5,120
2020-04-19 03:00:00,SMBLB4,0,0.05,0.0,58.0,119
2020-04-19 04:00:00,SMBLB4,0,0.04,0.0,59.1,119
2020-04-19 05:00:00,SMBLB4,0,0.05,0.0,59.6,120
2020-04-19 06:00:00,SMBLB4,1,9.93,655.56,150.3,121
2020-04-19 07:00:00,SMBLB4,1,10.67,655.54,152.1,120
2020-04-19 08:00:00,SMBLB4,1,10.27,655.52,151.7,119
2020-04-19 09:00:00,SMBLB4,0,0.05,0.0,61.0,121
2020-04-19 10:00:00,SMBLB4,0,0.06,0.0,59.3,120
2020-04-19 11:00:00,SMBLB4,0,0.05,0.0,57.7,120
2020-04-19 12:00:00,SMBLB4,0,0.05,0.0,57.1,121
2020-04-19 13:00:00,SMBLB4,0,0.05,0.0,56.4,120
2020-04-19 14:00:00,SMBLB4,0,0.05,0.0,54.6,119
2020-04-19 15:00:00,SMBLB4,0,0.05,0.0,54.8,121
2020-04-19 16:00:00,SMBLB4,0,0.05,0.0,55.2,119
2020-04-19 17:00:00,SMBLB4,0,0.05,0.0,55.6,121
2020-04-19 18:00:00,SMBLB4,0,0.05,0.0,56.7,121
2020-04-19 19:00:00,SMBLB4,1,10.25,655.5,150.7,121
2020-04-19 20:00:00,SMBLB4,1,9.8,655.48,149.0,120
2020-04-19 21:00:00,SMBLB4,1,9.82,655.47,151.8,119
2020-04-19 22:00:00,SMBLB4,1,10.38,655.45,151.9,121
2020-04-19 23:00:00,SMBLB4,0,0.05,0.0,61.7,120
2020-04-20 00:00:00,SMBLB4,0,0.05,0.0,61.2,119
2020-04-20 01:00:00,SMBLB4,0,0.06,0.0,60.2,119
2020-04-20 02:00:00,SMBLB4,0,0.05,0.0,58.5,121
2020-04-20 03:00:00,SMBLB4,0,0.05,0.0,58.1,120
2020-04-20 04:00:00,SMBLB4,0,0.05,0.0,56.1,120
2020-04-20 05:00:00,SMBLB4,0,0.05,0.0,56.0,121
2020-04-20 06:00:00,SMBLB4,1,9.74,655.43,149.7,120
2020-04-20 07:00:00,SMBLB4,1,10.76,655.41,152.1,120
2020-04-20 08:00:00,SMBLB4,1,10.28,655.4,151.3,121
2020-04-20 09:00:00,SMBLB4,0,0.05,0.0,56.2,121
2020-04-20 10:00:00,SMBLB4,0,0.04,0.0,56.5,121
2020-04-20 11:00:00,SMBLB4,0,0.05,0.0,58.1,121
2020-04-20 12:00:00,SMBLB4,0,0.05,0.0,58.6,120
2020-04-20 13:00:00,SMBLB4,0,0.05,0.0,60.9,119
2020-04-20 14:00:00,SMBLB4,0,0.05,0.0,61.8,120
2020-04-20 15:00:00,SMBLB4,0,0.04,0.0,60.5,121
2020-04-20 16:00:00,SMBLB4,0,0.04,0.0,60.4,121
2020-04-20 17:00:00,SMBLB4,0,0.05,0.0,60.6,119
2020-04-20 18:00:00,SMBLB4,1,9.81,655.38,151.8,120
2020-04-20 19:00:00,SMBLB4,1,10.7,655.36,150.8,119
2020-04-20 20:00:00,SMBLB4,1,9.81,655.34,151.9,119
2020-04-20 21:00:00,SMBLB4,1,10.55,655.32,149.4,119
2020-04-20 22:00:00,SMBLB4,1,10.76,655.31,151.2,120
2020-04-20 23:00:00,SMBLB4,0,0.05,0.0,55.8,119
2020-04-21 00:00:00,SMBLB4,0,0.05,0.0,56.5,119
2020-04-21 01:00:00,SMBLB4,0,0.06,0.0,56.1,121
2020-04-21 02:00:00,SMBLB4,0,0.04,0.0,58.7,120
2020-04-21 03:00:00,SMBLB4,0,0.05,0.0,59.7,121
2020-04-21 04:00:00,SMBLB4,0,0.05,0.0,59.4,121
2020-04-21 05:00:00,SMBLB4,0,0.05,0.0,61.3,121
2020-04-21 06:00:00,SMBLB4,1,9.95,655.29,151.2,119
2020-04-21 07:00:00,SMBLB4,1,9.9,655.27,149.7,120
2020-04-21 08:00:00,SMBLB4,0,0.06,0.0,60.8,120
2020-04-21 09:00:00,SMBLB4,0,0.05,0.0,59.3,121
2020-04-21 10:00:00,SMBLB4,0,0.05,0.0,58.3,119
2020-04-21 11:00:00,SMBLB4,0,0.04,0.0,57.2,120
2020-04-21 12:00:00,SMBLB4,0,0.05,0.0,55.6,119
2020-04-21 13:00:00,SMBLB4,0,0.05,0.0,56.4,119
2020-04-21 14:00:00,SMBLB4,0,0.05,0.0,54.7,120
2020-04-21 15:00:00,SMBLB4,0,0.05,0.0,54.8,120
2020-04-21 16:00:00,SMBLB4,0,0.06,0.0,55.4,119
2020-04-21 17:00:00,SMBLB4,0,0.05,0.0,55.2,120
2020-04-21 18:00:00,SMBLB4,0,0.05,0.0,56.7,119
2020-04-21 19:00:00,SMBLB4,1,9.88,655.25,150.8,119
2020-04-21 20:00:00,SMBLB4,1,10.41,655.23,149.0,121
2020-04-21 21:00:00,SMBLB4,1,10.82,655.22,151.2,119
2020-04-21 22:00:00,SMBLB4,1,10.38,655.2,149.4,120
2020-04-21 23:00:00,SMBLB4,0,0.06,0.0,60.6,119
2020-04-22 00:00:00,SMBLB4,0,0.05,0.0,60.1,121
2020-04-22 01:00:00,SMBLB4,0,0.05,0.0,59.0,121
2020-04-22 02:00:00,SMBLB4,0,0.06,0.0,57.2,120
2020-04-22 03:00:00,SMBLB4,0,0.04,0.0,57.0,121
2020-04-22 04:00:00,SMBLB4,0,0.05,0.0,56.0,120
2020-04-22 05:00:00,SMBLB4,0,0.05,0.0,54.9,121
2020-04-22 06:00:00,SMBLB4,1,10.69,655.18,150.2,120
2020-04-22 07:00:00,SMBLB4,1,10.34,655.16,152.2,121
2020-04-22 08:00:00,SMBLB4,0,0.05,0.0,55.3,119
2020-04-22 09:00:00,SMBLB4,0,0.05,0.0,56.8,119
2020-04-22 10:00:00,SMBLB4,0,0.05,0.0,57.9,120
2020-04-22 11:00:00,SMBLB4,0,0.05,0.0,58.8,121
2020-04-22 12:00:00,SMBLB4,0,0.05,0.0,60.5,119
2020-04-22 13:00:00,SMBLB4,0,0.05,0.0,61.1,119
2020-04-22 14:00:00,SMBLB4,0,0.06,0.0,62.1,119
2020-04-22 15:00:00,SMBLB4,0,0.06,0.0,60.8,120
2020-04-22 16:00:00,SMBLB4,0,0.05,0.0,59.4,121
2020-04-22 17:00:00,SMBLB4,0,0.04,0.0,59.3,120
2020-04-22 18:00:00,SMBLB4,0,0.05,0.0,57.3,120
2020-04-22 19:00:00,SMBLB4,1,10.13,655.15,150.4,121
2020-04-22 20:00:00,SMBLB4,1,10.24,655.13,149.3,120
2020-04-22 21:00:00,SMBLB4,1,10.61,655.11,150.3,121
2020-04-22 22:00:00,SMBLB4,1,10.18,655.09,148.7,119
2020-04-22 23:00:00,SMBLB4,0,0.05,0.0,55.0,120
2020-04-23 00:00:00,SMBLB4,0,0.04,0.0,54.5,120
2020-04-23 01:00:00,SMBLB4,0,0.05,0.0,58.2,120
2020-04-23 02:00:00,SMBLB4,0,0.05,0.0,58.3,121
2020-04-23 03:00:00,SMBLB4,0,0.05,0.0,60.2,120
2020-04-23 04:00:00,SMBLB4,0,0.05,0.0,61.1,121
2020-04-23 05:00:00,SMBLB4,0,0.05,0.0,60.1,121
2020-04-23 06:00:00,SMBLB4,1,10.3,655.07,151.6,119
2020-04-23 07:00:00,SMBLB4,0,0.05,0.0,60.3,119
2020-04-23 08:00:00,SMBLB4,0,0.05,0.0,59.4,121
2020-04-23 09:00:00,SMBLB4,0,0.05,0.0,57.5,119
2020-04-23 10:00:00,SMBLB4,0,0.05,0.0,56.7,119
2020-04-23 11:00:00,SMBLB4,0,0.05,0.0,56.8,119
2020-04-23 12:00:00,SMBLB4,0,0.05,0.0,54.8,121
2020-04-23 13:00:00,SMBLB4,0,0.05,0.0,54.9,121
2020-04-23 14:00:00,SMBLB4,0,0.05,0.0,54.8,119
2020-04-23 15:00:00,SMBLB4,0,0.05,0.0,54.7,121
2020-04-23 16:00:00,SMBLB4,0,0.05,0.0,55.9,121
2020-04-23 17:00:00,SMBLB4,0,0.05,0.0,57.4,121
2020-04-23 18:00:00,SMBLB4,0,0.05,0.0,58.0,119
2020-04-23 19:00:00,SMBLB4,1,9.77,655.06,151.1,121
2020-04-23 20:00:00,SMBLB4,1,10.69,655.04,151.0,121
2020-04-23 21:00:00,SMBLB4,1,10.67,655.02,151.3,120
2020-04-23 22:00:00,SMBLB4,1,10.4,655.0,151.1,119
2020-04-23 23:00:00,SMBLB4,0,0.05,0.0,60.3,119
2020-04-24 00:00:00,SMBLB4,0,0.05,0.0,59.6,119
2020-04-24 01:00:00,SMBLB4,0,0.05,0.0,60.2,120
2020-04-24 02:00:00,SMBLB4,0,0.05,0.0,55.9,119
2020-04-24 03:00:00,SMBLB4,0,0.05,0.0,55.3,120
2020-04-24 04:00:00,SMBLB4,0,0.05,0.0,56.4,120
2020-04-24 05:00:00,SMBLB4,0,0.05,0.0,53.6,120
2020-04-24 06:00:00,SMBLB4,0,0.06,0.0,55.3,119
2020-04-24 07:00:00,SMBLB4,0,0.06,0.0,55.4,121
2020-04-24 08:00:00,SMBLB4,0,0.05,0.0,57.0,120
2020-04-24 09:00:00,SMBLB4,0,0.05,0.0,58.3,121
2020-04-24 10:00:00,SMBLB4,0,0.05,0.0,58.2,121
2020-04-24 11:00:00,SMBLB4,0,0.05,0.0,59.9,121
2020-04-24 12:00:00,SMBLB4,0,0.04,0.0,61.6,120
2020-04-24 13:00:00,SMBLB4,0,0.05,0.0,61.1,119
2020-04-24 14:00:00,SMBLB4,0,0.05,0.0,61.2,119
2020-04-24 15:00:00,SMBLB4,0,0.05,0.0,60.2,120
2020-04-24 16:00:00,SMBLB4,0,0.05,0.0,60.3,120
2020-04-24 17:00:00,SMBLB4,0,0.04,0.0,57.8,120
2020-04-24 18:00:00,SMBLB4,0,0.05,0.0,56.1,120
2020-04-24 19:00:00,SMBLB4,1,10.22,654.98,151.3,121
2020-04-24 20:00:00,SMBLB4,1,10.81,654.97,148.7,119
2020-04-24 21:00:00,SMBLB4,1,10.07,654.95,151.7,119
2020-04-24 22:00:00,SMBLB4,1,10.72,654.93,151.8,121
2020-04-24 23:00:00,SMBLB4,0,0.05,0.0,55.6,119
2020-04-25 00:00:00,SMBLB4,0,0.04,0.0,56.6,120
2020-04-25 01:00:00,SMBLB4,0,0.05,0.0,58.7,121
2020-04-25 02:00:00,SMBLB4,0,0.05,0.0,59.3,121
2020-04-25 03:00:00,SMBLB4,0,0.05,0.0,59.6,121
2020-04-25 04:00:00,SMBLB4,0,0.05,0.0,61.3,119
2020-04-25 05:00:00,SMBLB4,0,0.05,0.0,59.8,120
2020-04-25 06:00:00,SMBLB4,0,0.05,0.0,59.7,121
2020-04-25 07:00:00,SMBLB4,0,0.05,0.0,59.6,120
2020-04-25 08:00:00,SMBLB4,0,0.05,0.0,59.1,120
2020-04-25 09:00:00,SMBLB4,0,0.05,0.0,57.9,120
2020-04-25 10:00:00,SMBLB4,0,0.05,0.0,56.6,121
2020-04-25 11:00:00,SMBLB4,0,0.05,0.0,56.0,121
2020-04-25 12:00:00,SMBLB4,0,0.05,0.0,55.8,120
2020-04-25 13:00:00,SMBLB4,0,0.05,0.0,54.7,121
2020-04-25 14:00:00,SMBLB4,0,0.05,0.0,56.4,121
2020-04-25 15:00:00,SMBLB4,0,0.05,0.0,56.5,119
2020-04-25 16:00:00,SMBLB4,0,0.04,0.0,57.4,121
2020-04-25 17:00:00,SMBLB4,0,0.05,0.0,57.9,120
2020-04-25 18:00:00,SMBLB4,0,0.05,0.0,59.9,120
2020-04-25 19:00:00,SMBLB4,1,10.04,654.91,149.9,119
2020-04-25 20:00:00,SMBLB4,1,10.62,654.9,151.8,121
2020-04-25 21:00:00,SMBLB4,1,10.74,654.88,150.9,121
2020-04-25 22:00:00,SMBLB4,1,10.71,654.86,149.7,120
2020-04-25 23:00:00,SMBLB4,0,0.05,0.0,60.4,121
2020-04-26 00:00:00,SMBLB4,0,0.05,0.0,58.4,120
2020-04-26 01:00:00,SMBLB4,0,0.05,0.0,56.5,119
2020-04-26 02:00:00,SMBLB4,0,0.05,0.0,56.2,120
2020-04-26 03:00:00,SMBLB4,0,0.04,0.0,55.1,120
2020-04-26 04:00:00,SMBLB4,0,0.05,0.0,56.4,121
2020-04-26 05:00:00,SMBLB4,0,0.05,0.0,55.6,120
2020-04-26 06:00:00,SMBLB4,1,9.94,654.84,150.2,120
2020-04-26 07:00:00,SMBLB4,1,10.53,654.82,150.5,120
2020-04-26 08:00:00,SMBLB4,0,0.05,0.0,58.0,121
2020-04-26 09:00:00,SMBLB4,0,0.05,0.0,59.5,121
2020-04-26 10:00:00,SMBLB4,0,0.05,0.0,60.1,120
2020-04-26 11:00:00,SMBLB4,0,0.05,0.0,60.9,121
2020-04-26 12:00:00,SMBLB4,0,0.05,0.0,61.3,120
2020-04-26 13:00:00,SMBLB4,0,0.05,0.0,60.8,119
2020-04-26 14:00:00,SMBLB4,0,0.05,0.0,59.5,121
2020-04-26 15:00:00,SMBLB4,0,0.05,0.0,59.9,119
2020-04-26 16:00:00,SMBLB4,0,0.05,0.0,58.5,120
2020-04-26 17:00:00,SMBLB4,0,0.05,0.0,56.4,121
2020-04-26 18:00:00,SMBLB4,0,0.05,0.0,55.6,120
2020-04-26 19:00:00,SMBLB4,1,10.08,654.81,150.8,121
2020-04-26 20:00:00,SMBLB4,1,10.69,654.79,148.9,119
2020-04-26 21:00:00,SMBLB4,1,10.74,654.77,152.2,119
2020-04-26 22:00:00,SMBLB4,1,10.63,654.75,150.0,120
2020-04-26 23:00:00,SMBLB4,0,0.04,0.0,56.6,120
2020-04-27 00:00:00,SMBLB4,0,0.05,0.0,58.0,119
2020-04-27 01:00:00,SMBLB4,0,0.06,0.0,59.4,121
2020-04-27 02:00:00,SMBLB4,0,0.05,0.0,60.0,121
2020-04-27 03:00:00,SMBLB4,0,0.05,0.0,61.6,119
2020-04-27 04:00:00,SMBLB4,0,0.05,0.0,61.2,119
2020-04-27 05:00:00,SMBLB4,0,0.05,0.0,61.2,121
2020-04-27 06:00:00,SMBLB4,1,10.09,654.73,149.5,120
2020-04-27 07:00:00,SMBLB4,1,10.49,654.72,152.5,121
2020-04-27 08:00:00,SMBLB4,1,10.29,654.7,151.8,120
2020-04-27 09:00:00,SMBLB4,0,0.05,0.0,56.7,119
2020-04-27 10:00:00,SMBLB4,0,0.06,0.0,55.0,120
2020-04-27 11:00:00,SMBLB4,0,0.05,0.0,54.2,121
2020-04-27 12:00:00,SMBLB4,0,0.05,0.0,56.2,119
2020-04-27 13:00:00,SMBLB4,0,0.05,0.0,55.3,119
2020-04-27 14:00:00,SMBLB4,0,0.05,0.0,56.9,121
2020-04-27 15:00:00,SMBLB4,0,0.05,0.0,56.7,121
2020-04-27 16:00:00,SMBLB4,0,0.05,0.0,58.4,120
2020-04-27 17:00:00,SMBLB4,0,0.05,0.0,60.2,120
2020-04-27 18:00:00,SMBLB4,0,0.05,0.0,61.0,121
2020-04-27 19:00:00,SMBLB4,1,10.97,654.68,148.5,120
2020-04-27 20:00:00,SMBLB4,1,9.94,654.66,150.1,121
2020-04-27 21:00:00,SMBLB4,1,10.97,654.64,151.6,119
2020-04-27 22:00:00,SMBLB4,1,10.42,654.63,150.9,120
2020-04-27 23:00:00,SMBLB4,0,0.05,0.0,58.4,119
2020-04-28 00:00:00,SMBLB4,0,0.06,0.0,57.3,121
2020-04-28 01:00:00,SMBLB4,0,0.05,0.0,57.1,119
2020-04-28 02:00:00,SMBLB4,0,0.05,0.0,54.7,121
2020-04-28 03:00:00,SMBLB4,0,0.05,0.0,53.9,121
2020-04-28 04:00:00,SMBLB4,0,0.05,0.0,54.5,120
2020-04-28 05:00:00,SMBLB4,0,0.05,0.0,56.1,120
2020-04-28 06:00:00,SMBLB4,1,10.35,654.61,149.0,119
2020-04-28 07:00:00,SMBLB4,1,10.24,654.59,152.2,120
2020-04-28 08:00:00,SMBLB4,1,10.32,654.57,150.0,119
2020-04-28 09:00:00,SMBLB4,0,0.05,0.0,59.5,120
2020-04-28 10:00:00,SMBLB4,0,0.05,0.0,59.7,120
2020-04-28 11:00:00,SMBLB4,0,0.05,0.0,61.9,119
2020-04-28 12:00:00,SMBLB4,0,0.06,0.0,60.4,119
2020-04-28 13:00:00,SMBLB4,0,0.05,0.0,61.4,121
2020-04-28 14:00:00,SMBLB4,0,0.05,0.0,59.4,121
2020-04-28 15:00:00,SMBLB4,0,0.05,0.0,57.9,119
2020-04-28 16:00:00,SMBLB4,0,0.05,0.0,57.0,119
2020-04-28 17:00:00,SMBLB4,0,0.05,0.0,56.5,120
2020-04-28 18:00:00,SMBLB4,0,0.05,0.0,54.6,121
2020-04-28 19:00:00,SMBLB4,1,10.86,654.56,148.5,121
2020-04-28 20:00:00,SMBLB4,1,9.89,654.54,150.4,121
2020-04-28 21:00:00,SMBLB4,1,10.18,654.52,152.0,120
2020-04-28 22:00:00,SMBLB4,1,10.25,654.5,152.1,120
2020-04-28 23:00:00,SMBLB4,0,0.05,0.0,58.9,120
2020-04-29 00:00:00,SMBLB4,0,0.05,0.0,59.2,121
2020-04-29 01:00:00,SMBLB4,0,0.05,0.0,61.0,120
2020-04-29 02:00:00,SMBLB4,0,0.05,0.0,60.8,120
2020-04-29 03:00:00,SMBLB4,0,0.05,0.0,61.0,120
2020-04-29 04:00:00,SMBLB4,0,0.05,0.0,59.4,119
2020-04-29 05:00:00,SMBLB4,0,0.05,0.0,59.5,119
2020-04-29 06:00:00,SMBLB4,1,10.2,654.48,151.5,119
2020-04-29 07:00:00,SMBLB4,1,10.56,654.47,152.4,119
2020-04-29 08:00:00,SMBLB4,1,10.25,654.45,150.0,120
2020-04-29 09:00:00,SMBLB4,0,0.05,0.0,55.9,121
2020-04-29 10:00:00,SMBLB4,0,0.04,0.0,53.6,119
2020-04-29 11:00:00,SMBLB4,0,0.05,0.0,55.6,120
2020-04-29 12:00:00,SMBLB4,0,0.05,0.0,55.1,120
2020-04-29 13:00:00,SMBLB4,0,0.05,0.0,56.3,119
2020-04-29 14:00:00,SMBLB4,0,0.06,0.0,58.6,120
2020-04-29 15:00:00,SMBLB4,0,0.05,0.0,57.6,120
2020-04-29 16:00:00,SMBLB4,0,0.05,0.0,59.2,121
2020-04-29 17:00:00,SMBLB4,0,0.06,0.0,60.8,120
2020-04-29 18:00:00,SMBLB4,1,10.16,654.43,150.5,120
2020-04-29 19:00:00,SMBLB4,1,10.94,654.41,151.2,120
2020-04-29 20:00:00,SMBLB4,1,10.1,654.39,148.9,121
2020-04-29 21:00:00,SMBLB4,1,10.93,654.38,150.0,119
2020-04-29 22:00:00,SMBLB4,1,10.21,654.36,149.4,121
2020-04-29 23:00:00,SMBLB4,0,0.05,0.0,57.8,121
2020-04-30 00:00:00,SMBLB4,0,0.05,0.0,57.1,121
2020-04-30 01:00:00,SMBLB4,0,0.05,0.0,55.0,120
2020-04-30 02:00:00,SMBLB4,0,0.05,0.0,54.9,119
2020-04-30 03:00:00,SMBLB4,0,0.05,0.0,54.3,120
2020-04-30 04:00:00,SMBLB4,0,0.05,0.0,56.3,119
2020-04-30 05:00:00,SMBLB4,0,0.05,0.0,56.3,120
2020-04-30 06:00:00,SMBLB4,1,10.21,654.34,120.5,119
2020-04-30 07:00:00,SMBLB4,0,0.05,0.0,59.0,121
2020-04-30 08:00:00,SMBLB4,0,0.04,0.0,59.5,119
2020-04-30 09:00:00,SMBLB4,0,0.05,0.0,60.1,120
2020-04-30 10:00:00,SMBLB4,0,0.05,0.0,60.8,121
2020-04-30 11:00:00,SMBLB4,0,0.06,0.0,61.0,121
2020-04-30 12:00:00,SMBLB4,0,0.05,0.0,60.9,120
2020-04-30 13:00:00,SMBLB4,0,0.05,0.0,59.6,120
2020-04-30 14:00:00,SMBLB4,0,0.05,0.0,58.0,119
2020-04-30 15:00:00,SMBLB4,0,0.05,0.0,57.6,121
2020-04-30 16:00:00,SMBLB4,0,0.04,0.0,56.1,121
2020-04-30 17:00:00,SMBLB4,0,0.04,0.0,55.8,120
2020-04-30 18:00:00,SMBLB4,0,0.04,0.0,54.9,119
2020-04-30 19:00:00,SMBLB4,1,10.19,654.32,119.6,119
2020-04-30 20:00:00,SMBLB4,1,10.61,654.31,119.0,120
2020-04-30 21:00:00,SMBLB4,1,10.8,654.29,120.8,120
2020-04-30 22:00:00,SMBLB4,1,10.04,654.27,119.7,121
2020-04-30 23:00:00,SMBLB4,0,0.05,0.0,59.3,120
2020-05-01 00:00:00,SMBLB4,0,0.05,0.0,60.3,119
2020-05-01 01:00:00,SMBLB4,0,0.05,0.0,60.0,119
2020-05-01 02:00:00,SMBLB4,0,0.05,0.0,61.9,120
2020-05-01 03:00:00,SMBLB4,0,0.05,0.0,60.6,121
2020-05-01 04:00:00,SMBLB4,0,0.05,0.0,60.6,119
2020-05-01 05:00:00,SMBLB4,0,0.05,0.0,58.9,121
2020-05-01 06:00:00,SMBLB4,1,10.89,654.25,120.7,119
2020-05-01 07:00:00,SMBLB4,1,10.89,654.23,120.8,121
2020-05-01 08:00:00,SMBLB4,1,10.74,654.22,119.9,119
2020-05-01 09:00:00,SMBLB4,0,0.05,0.0,55.4,119
2020-05-01 10:00:00,SMBLB4,0,0.05,0.0,55.3,119
2020-05-01 11:00:00,SMBLB4,0,0.06,0.0,55.5,120
2020-05-01 12:00:00,SMBLB4,0,0.05,0.0,56.5,121
2020-05-01 13:00:00,SMBLB4,0,0.04,0.0,57.1,121
2020-05-01 14:00:00,SMBLB4,0,0.05,0.0,58.2,120
2020-05-01 15:00:00,SMBLB4,0,0.05,0.0,59.7,120
2020-05-01 16:00:00,SMBLB4,0,0.05,0.0,59.5,119
2020-05-01 17:00:00,SMBLB4,0,0.05,0.0,61.0,119
2020-05-01 18:00:00,SMBLB4,0,0.06,0.0,60.7,121
2020-05-01 19:00:00,SMBLB4,1,10.65,654.2,119.1,121
2020-05-01 20:00:00,SMBLB4,1,10.76,654.18,119.2,120
2020-05-01 21:00:00,SMBLB4,1,11.04,654.16,120.7,119
2020-05-01 22:00:00,SMBLB4,1,9.81,654.14,119.6,120
2020-05-01 23:00:00,SMBLB4,0,0.05,0.0,56.5,119
2020-05-02 00:00:00,SMBLB4,0,0.05,0.0,56.0,119
2020-05-02 01:00:00,SMBLB4,0,0.05,0.0,55.0,120
2020-05-02 02:00:00,SMBLB4,0,0.05,0.0,55.2,119
2020-05-02 03:00:00,SMBLB4,0,0.05,0.0,55.6,120
2020-05-02 04:00:00,SMBLB4,0,0.05,0.0,56.4,119
2020-05-02 05:00:00,SMBLB4,0,0.05,0.0,59.3,119
2020-05-02 06:00:00,SMBLB4,1,10.82,654.13,121.0,120
2020-05-02 07:00:00,SMBLB4,1,10.81,654.11,119.0,119
2020-05-02 08:00:00,SMBLB4,0,0.05,0.0,60.7,120
2020-05-02 09:00:00,SMBLB4,0,0.05,0.0,61.7,120
2020-05-02 10:00:00,SMBLB4,0,0.05,0.0,61.5,120
2020-05-02 11:00:00,SMBLB4,0,0.05,0.0,60.5,120
2020-05-02 12:00:00,SMBLB4,0,0.05,0.0,59.7,121
2020-05-02 13:00:00,SMBLB4,0,0.05,0.0,58.9,119
2020-05-02 14:00:00,SMBLB4,0,0.05,0.0,57.0,120
2020-05-02 15:00:00,SMBLB4,0,0.05,0.0,56.2,121
2020-05-02 16:00:00,SMBLB4,0,0.04,0.0,54.5,121
2020-05-02 17:00:00,SMBLB4,0,0.05,0.0,55.0,120
2020-05-02 18:00:00,SMBLB4,0,0.05,0.0,55.6,119
2020-05-02 19:00:00,SMBLB4,1,10.82,654.09,121.0,121
2020-05-02 20:00:00,SMBLB4,1,10.12,654.07,119.2,120
2020-05-02 21:00:00,SMBLB4,1,10.01,654.06,120.9,121
2020-05-02 22:00:00,SMBLB4,1,9.95,654.04,120.7,121
2020-05-02 23:00:00,SMBLB4,0,0.04,0.0,59.6,121
2020-05-03 00:00:00,SMBLB4,0,0.05,0.0,61.6,121
2020-05-03 01:00:00,SMBLB4,0,0.05,0.0,60.8,120
2020-05-03 02:00:00,SMBLB4,0,0.05,0.0,61.1,119
2020-05-03 03:00:00,SMBLB4,0,0.05,0.0,60.3,121
2020-05-03 04:00:00,SMBLB4,0,0.05,0.0,60.2,120
2020-05-03 05:00:00,SMBLB4,0,0.04,0.0,58.5,119
2020-05-03 06:00:00,SMBLB4,0,0.05,0.0,57.3,121
